method,risk,lower,upper,lowerRisk,upperRisk
constant,0.056388777555110216,0.006201180620740464,0.01389814485981544,-1,-1
constant,0.0568877755511022,0.006253111713824859,0.014015545055745834,-1,-1
constant,0.057386773547094184,0.00630499080246777,0.014132845752624681,-1,-1
constant,0.05788577154308617,0.006356817877594655,0.014250046911531337,-1,-1
constant,0.05838476953907815,0.0064085929301288475,0.014367148493524873,-1,-1
constant,0.05888376753507014,0.006460315950991573,0.014484150459644025,-1,-1
constant,0.05938276553106212,0.00651198693110197,0.01460105277090724,-1,-1
constant,0.059881763527054106,0.006563605861377028,0.014717855388312572,-1,-1
constant,0.06038076152304609,0.00661517273273166,0.014834558272837774,-1,-1
constant,0.06087975951903807,0.006666687536078604,0.01495116138544016,-1,-1
constant,0.06137875751503005,0.00671815026232856,0.015067664687056745,-1,-1
constant,0.06187775551102204,0.006769560902390054,0.01518406813860408,-1,-1
constant,0.06237675350701402,0.006820919447169525,0.015300371700978359,-1,-1
constant,0.062875751503006,0.006872225887571275,0.015416575335055312,-1,-1
constant,0.06337474949899799,0.006923480214497496,0.015532679001690263,-1,-1
constant,0.06387374749498997,0.006974682418848291,0.015648682661718087,-1,-1
constant,0.06437274549098196,0.007025832491521599,0.0157645862759532,-1,-1
constant,0.06487174348697394,0.007076930423413261,0.015880389805189507,-1,-1
constant,0.06537074148296593,0.007127976205417013,0.015996093210200475,-1,-1
constant,0.06586973947895791,0.007178969828424409,0.016111696451739023,-1,-1
constant,0.0663687374749499,0.007229911283324964,0.016227199490537577,-1,-1
constant,0.06686773547094188,0.007280800561006048,0.01634260228730808,-1,-1
constant,0.06736673346693386,0.007331637652352846,0.01645790480274183,-1,-1
constant,0.06786573146292585,0.0073824225482484965,0.016573106997509673,-1,-1
constant,0.06836472945891783,0.007433155239573973,0.016688208832261794,-1,-1
constant,0.06886372745490982,0.007483835717208146,0.01680321026762791,-1,-1
constant,0.0693627254509018,0.007534463972027762,0.016918111264217016,-1,-1
constant,0.06986172344689379,0.007585039994907412,0.01703291178261759,-1,-1
constant,0.07036072144288577,0.007635563776719575,0.017147611783397444,-1,-1
constant,0.07085971943887776,0.007686035308334635,0.01726221122710377,-1,-1
constant,0.07135871743486974,0.007736454580620804,0.017376710074263103,-1,-1
constant,0.07185771543086172,0.007786821584444209,0.01749110828538134,-1,-1
constant,0.07235671342685371,0.00783713631066878,0.017605405820943634,-1,-1
constant,0.07285571142284569,0.007887398750156406,0.01771960264141454,-1,-1
constant,0.07335470941883766,0.007937608893766747,0.01783369870723782,-1,-1
constant,0.07385370741482965,0.007987766732357461,0.017947693978836617,-1,-1
constant,0.07435270541082163,0.008037872256783919,0.018061588416613213,-1,-1
constant,0.07485170340681362,0.008087925457899514,0.0181753819809493,-1,-1
constant,0.0753507014028056,0.008137926326555371,0.018289074632205676,-1,-1
constant,0.07584969939879758,0.008187874853600615,0.018402666330722458,-1,-1
constant,0.07634869739478957,0.008237771029882109,0.018516157036818935,-1,-1
constant,0.07684769539078155,0.00828761484624467,0.018629546710793605,-1,-1
constant,0.07734669338677354,0.008337406293530946,0.01874283531292413,-1,-1
constant,0.07784569138276552,0.008387145362581441,0.018856022803467425,-1,-1
constant,0.0783446893787575,0.00843683204423455,0.018969109142659462,-1,-1
constant,0.07884368737474949,0.00848646632932652,0.019082094290715466,-1,-1
constant,0.07934268537074148,0.008536048208691449,0.01919497820782966,-1,-1
constant,0.07984168336673346,0.00858557767316129,0.019307760854175526,-1,-1
constant,0.08034068136272544,0.008635054713565904,0.01942044218990557,-1,-1
constant,0.08083967935871743,0.008684479320732963,0.01953302217515141,-1,-1
constant,0.08133867735470941,0.008733851485488012,0.019645500770023742,-1,-1
constant,0.0818376753507014,0.008783171198654486,0.019757877934612336,-1,-1
constant,0.08233667334669338,0.008832438451053644,0.019870153628986007,-1,-1
constant,0.08283567134268537,0.008881653233504608,0.019982327813192587,-1,-1
constant,0.08333466933867735,0.008930815536824345,0.020094400447258954,-1,-1
constant,0.08383366733466933,0.00897992535182773,0.020206371491191002,-1,-1
constant,0.08433266533066132,0.009028982669327458,0.020318240904973594,-1,-1
constant,0.0848316633266533,0.009077987480134058,0.020430008648570613,-1,-1
constant,0.08533066132264529,0.00912693977505597,0.020541674681924853,-1,-1
constant,0.08582965931863727,0.00917583954489943,0.020653238964958097,-1,-1
constant,0.08632865731462926,0.009224686780468557,0.02076470145757111,-1,-1
constant,0.08682765531062124,0.009273481472565364,0.020876062119643518,-1,-1
constant,0.087326653306613225,0.009322223611989625,0.02098732091103386,-1,-1
constant,0.08782565130260521,0.009370913189539047,0.021098477791579633,-1,-1
constant,0.0883246492985972,0.00941955019600913,0.021209532721097157,-1,-1
constant,0.08882364729458916,0.009468134622193265,0.021320485659381657,-1,-1
constant,0.08932264529058115,0.00951666645888268,0.021431336566207233,-1,-1
constant,0.08982164328657313,0.009565145696866452,0.021542085401326763,-1,-1
constant,0.09032064128256512,0.009613572326931516,0.021652732124472007,-1,-1
constant,0.0908196392785571,0.00966194633986266,0.02176327669535357,-1,-1
constant,0.09131863727454909,0.009710267726442451,0.02187371907366076,-1,-1
constant,0.09181763527054107,0.00975853647745139,0.021984059219061734,-1,-1
constant,0.09231663326653305,0.009806752583667809,0.02209429709120346,-1,-1
constant,0.09281563126252504,0.009854916035867849,0.022204432649711583,-1,-1
constant,0.09331462925851702,0.009903026824825517,0.022314465854190568,-1,-1
constant,0.09381362725450901,0.009951084941312678,0.022424396664223564,-1,-1
constant,0.09431262525050099,0.009999090376098993,0.02253422503937243,-1,-1
constant,0.09481162324649298,0.010047043119952028,0.02264395093917779,-1,-1
constant,0.09531062124248496,0.010094943163637154,0.022753574323158915,-1,-1
constant,0.09580961923847695,0.010142790497917609,0.022863095150813733,-1,-1
constant,0.09630861723446893,0.010190585113554404,0.022972513381618844,-1,-1
constant,0.09680761523046091,0.010238327001306518,0.023081828975029573,-1,-1
constant,0.0973066132264529,0.010286016151930632,0.02319104189047976,-1,-1
constant,0.09780561122244488,0.010333652556181351,0.023300152087381922,-1,-1
constant,0.09830460921843687,0.010381236204811116,0.0234091595251272,-1,-1
constant,0.09880360721442885,0.01042876708857017,0.023518064163085304,-1,-1
constant,0.09930260521042084,0.01047624519820661,0.023626865960604503,-1,-1
constant,0.09980160320641282,0.010523670524466375,0.023735564877011672,-1,-1
constant,0.1003006012024048,0.010571043058093237,0.02384416087161219,-1,-1
constant,0.10079959919839679,0.010618362789828762,0.02395265390368998,-1,-1
constant,0.10129859719438877,0.010665629710412471,0.02406104393250754,-1,-1
constant,0.10179759519038076,0.010712843810581595,0.024169330917305817,-1,-1
constant,0.10229659318637274,0.010760005081071222,0.024277514817304235,-1,-1
constant,0.10279559118236473,0.010807113512614321,0.02438559559170075,-1,-1
constant,0.10329458917835671,0.01085416909594167,0.02449357319967177,-1,-1
constant,0.1037935871743487,0.01090117182178186,0.02460144760037211,-1,-1
constant,0.10429258517034068,0.010948121680861357,0.02470921875293511,-1,-1
constant,0.10479158316633266,0.010995018663904397,0.0248168866164724,-1,-1
constant,0.10529058116232463,0.011041862761633083,0.02492445115007412,-1,-1
constant,0.10578957915831662,0.01108865396476738,0.025031912312808813,-1,-1
constant,0.1062885771543086,0.011135392264024987,0.025139270063723296,-1,-1
constant,0.10678757515030059,0.011182077650121545,0.025246524361842878,-1,-1
constant,0.10728657314629257,0.011228710113770421,0.025353675166171083,-1,-1
constant,0.10778557114228456,0.011275289645682859,0.025460722435689892,-1,-1
constant,0.10828456913827654,0.01132181623656795,0.025567666129359554,-1,-1
constant,0.10878356713426852,0.011368289877132546,0.025674506206118608,-1,-1
constant,0.10928256513026051,0.011414710558081416,0.02578124262488393,-1,-1
constant,0.1097815631262525,0.011461078270117057,0.02588787534455066,-1,-1
constant,0.11028056112224448,0.011507393003939848,0.02599440432399216,-1,-1
constant,0.11077955911823646,0.011553654750247954,0.026100829522060078,-1,-1
constant,0.11127855711422845,0.011599863499737427,0.026207150897584325,-1,-1
constant,0.11177755511022043,0.01164601924310202,0.026313368409372945,-1,-1
constant,0.11227655310621242,0.011692121971033469,0.02641948201621231,-1,-1
constant,0.1127755511022044,0.01173817167422118,0.02652549167686687,-1,-1
constant,0.11327454909819638,0.011784168343352476,0.02663139735007934,-1,-1
constant,0.11377354709418837,0.011830111969112479,0.026737198994570565,-1,-1
constant,0.11427254509018035,0.011876002542184082,0.02684289656903947,-1,-1
constant,0.11477154308617234,0.011921840053248025,0.02694849003216321,-1,-1
constant,0.11527054108216432,0.011967624492982911,0.027053979342597047,-1,-1
constant,0.1157695390781563,0.012013355852065118,0.02715936445897434,-1,-1
constant,0.11626853707414829,0.0120590341211688,0.02726464533990648,-1,-1
constant,0.11676753507014027,0.01210465929096603,0.027369821943983037,-1,-1
constant,0.11726653306613226,0.012150231352126563,0.02747489422977154,-1,-1
constant,0.11776553106212424,0.012195750295318062,0.027579862155817605,-1,-1
constant,0.11826452905811623,0.012241216111205992,0.02768472568064494,-1,-1
constant,0.11876352705410821,0.012286628790453653,0.027789484762755206,-1,-1
constant,0.1192625250501002,0.012331988323722063,0.02789413936062806,-1,-1
constant,0.11976152304609218,0.01237729470167011,0.027998689432721154,-1,-1
constant,0.12026052104208416,0.012422547914954543,0.028103134937470194,-1,-1
constant,0.12075951903807614,0.012467747954229814,0.028207475833288694,-1,-1
constant,0.12125851703406812,0.012512894810148304,0.028311712078568304,-1,-1
constant,0.1217575150300601,0.012557988473360128,0.028415843631678442,-1,-1
constant,0.12225651302605209,0.012603028934513132,0.028519870450966458,-1,-1
constant,0.12275551102204407,0.012648016184253203,0.02862379249475773,-1,-1
constant,0.12325450901803606,0.012692950213223793,0.02872760972135542,-1,-1
constant,0.12375350701402804,0.012737831012066284,0.028831322089040545,-1,-1
constant,0.12425250501002003,0.012782658571419843,0.028934929556072044,-1,-1
constant,0.12475150300601201,0.012827432881921433,0.029038432080686648,-1,-1
constant,0.125250501002004,0.012872153934205837,0.029141829621098972,-1,-1
constant,0.12574949899799598,0.012916821718905633,0.0292451221355014,-1,-1
constant,0.12624849699398796,0.012961436226651149,0.029348309582064087,-1,-1
constant,0.12674749498997995,0.013005997448070622,0.029451391918935043,-1,-1
constant,0.12724649298597193,0.01305050537379002,0.02955436910424003,-1,-1
constant,0.12774549098196392,0.013094959994433154,0.02965724109608252,-1,-1
constant,0.1282444889779559,0.01313936130062155,0.02976000785254376,-1,-1
constant,0.12874348697394788,0.013183709282974646,0.029862669331682738,-1,-1
constant,0.12924248496993987,0.013228003932109616,0.02996522549153608,-1,-1
constant,0.12974148296593185,0.013272245238641369,0.030067676290118174,-1,-1
constant,0.13024048096192384,0.013316433193182776,0.030170021685421065,-1,-1
constant,0.13073947895791582,0.013360567786344408,0.030272261635414507,-1,-1
constant,0.1312384769539078,0.013404649008734568,0.03037439609804579,-1,-1
constant,0.1317374749498998,0.01344867685095952,0.030476425031240026,-1,-1
constant,0.13223647294589178,0.013492651303623173,0.03057834839289974,-1,-1
constant,0.13273547094188376,0.013536572357327241,0.030680166140905147,-1,-1
constant,0.13323446893787574,0.013580440002671366,0.03078187823311412,-1,-1
constant,0.13373346693386773,0.013624254230252892,0.030883484627362054,-1,-1
constant,0.1342324649298597,0.013668015030666874,0.030984985281461902,-1,-1
constant,0.1347314629258517,0.013711722394506335,0.031086380153204165,-1,-1
constant,0.13523046092184368,0.013755376312361943,0.031187669200356836,-1,-1
constant,0.13572945891783567,0.013798976774822256,0.031288852380665505,-1,-1
constant,0.13622845691382765,0.013842523772473499,0.031389929651853214,-1,-1
constant,0.13672745490981963,0.013886017295899873,0.03149090097162051,-1,-1
constant,0.13722645290581162,0.013929457335683203,0.03159176629764537,-1,-1
constant,0.1377254509018036,0.013972843882403167,0.03169252558758332,-1,-1
constant,0.1382244488977956,0.014016176926637192,0.03179317879906718,-1,-1
constant,0.13872344689378757,0.014059456458960585,0.031893725889707396,-1,-1
constant,0.13922244488977956,0.014102682469946302,0.03199416681709158,-1,-1
constant,0.13972144288577154,0.014145854950165236,0.03209450153878497,-1,-1
constant,0.14022044088176353,0.014188973890185945,0.03219473001233007,-1,-1
constant,0.1407194388777555,0.014232039280574824,0.03229485219524673,-1,-1
constant,0.1412184368737475,0.014275051111896048,0.03239486804503226,-1,-1
constant,0.14171743486973948,0.014318009374711574,0.032494777519161154,-1,-1
constant,0.14221643286573146,0.014360914059581162,0.032594580575085415,-1,-1
constant,0.14271543086172345,0.014403765157062294,0.03269427717023416,-1,-1
constant,0.14321442885771543,0.014446562657710212,0.03279386726201385,-1,-1
constant,0.14371342685370742,0.014489306552078099,0.03289335080780839,-1,-1
constant,0.1442124248496994,0.014531996830716721,0.032992727764978594,-1,-1
constant,0.14471142284569138,0.014574633484174824,0.03309199809086299,-1,-1
constant,0.14521042084168334,0.014617216502998734,0.033191161742776934,-1,-1
constant,0.14570941883767533,0.014659745877732696,0.033290218678013184,-1,-1
constant,0.1462084168336673,0.014702221598918602,0.03338916885384157,-1,-1
constant,0.1467074148296593,0.014744643657096334,0.03348801222750937,-1,-1
constant,0.14720641282565128,0.014787012042803315,0.03358674875624073,-1,-1
constant,0.14770541082164326,0.0148293267465748,0.03368537839723707,-1,-1
constant,0.14820440881763525,0.014871587758944012,0.03378390110767702,-1,-1
constant,0.14870340681362723,0.014913795070441655,0.03388231684471623,-1,-1
constant,0.14920240480961922,0.014955948671596461,0.03398062556548755,-1,-1
constant,0.1497014028056112,0.01499804855293469,0.034078827227100754,-1,-1
constant,0.15020040080160318,0.01504009470498063,0.03417692178664292,-1,-1
constant,0.15069939879759517,0.01508208711825616,0.03427490920117802,-1,-1
constant,0.15119839679358715,0.015124025783281017,0.034372789427747165,-1,-1
constant,0.15169739478957914,0.015165910690572637,0.03447056242336842,-1,-1
constant,0.15219639278557112,0.015207741830646233,0.034568228145036926,-1,-1
constant,0.1526953907815631,0.01524951919401491,0.03466578654972484,-1,-1
constant,0.1531943887775551,0.015291242771189414,0.034763237594381276,-1,-1
constant,0.15369338677354707,0.01533291255267827,0.034860581235932234,-1,-1
constant,0.15419238476953906,0.01537452852898784,0.0349578174312808,-1,-1
constant,0.15469138276553104,0.015416090690622124,0.035054946137306996,-1,-1
constant,0.15519038076152303,0.015457599028083094,0.035151967310867664,-1,-1
constant,0.155689378757515,0.015499053531870262,0.03524888090879659,-1,-1
constant,0.156188376753507,0.015540454192480962,0.035345686887904494,-1,-1
constant,0.15668737474949898,0.015581801000410478,0.035442385204979,-1,-1
constant,0.15718637274549097,0.015623093946151606,0.03553897581678448,-1,-1
constant,0.15768537074148295,0.015664333020195046,0.035635458680062265,-1,-1
constant,0.15818436873747493,0.015705518213029235,0.035731833751530453,-1,-1
constant,0.15868336673346692,0.015746649515140265,0.03582810098788392,-1,-1
constant,0.1591823647294589,0.01578772691701224,0.035924260345794524,-1,-1
constant,0.1596813627254509,0.01582875040912676,0.036020311781910695,-1,-1
constant,0.16018036072144287,0.01586971998196327,0.03611625525285774,-1,-1
constant,0.16067935871743486,0.015910635625999085,0.03621209071523767,-1,-1
constant,0.16117835671342684,0.01595149733170905,0.0363078181256293,-1,-1
constant,0.16167735470941882,0.015992305089566103,0.036403437440588104,-1,-1
constant,0.1621763527054108,0.01603305889004052,0.03649894861664626,-1,-1
constant,0.1626753507014028,0.016073758723600638,0.03659435161031273,-1,-1
constant,0.16317434869739478,0.016114404580712515,0.036689646378073065,-1,-1
constant,0.16367334669338676,0.016154996451839855,0.036784832876389485,-1,-1
constant,0.16417234468937875,0.016195534327444167,0.036879911061700826,-1,-1
constant,0.16467134268537073,0.016236018197984703,0.036974880890422654,-1,-1
constant,0.16517034068136272,0.016276448053918483,0.037069742318947024,-1,-1
constant,0.1656693386773547,0.01631682388570032,0.03716449530364274,-1,-1
constant,0.16616833667334668,0.016357145683782652,0.037259139800855004,-1,-1
constant,0.16666733466933867,0.016397413438615796,0.03735367576690571,-1,-1
constant,0.16716633266533065,0.0164376271406478,0.03744810315809326,-1,-1
constant,0.16766533066132264,0.016477786780324355,0.03754242193069263,-1,-1
constant,0.16816432865731462,0.016517892348089036,0.03763663204095524,-1,-1
constant,0.1686633266533066,0.01655794383438306,0.0377307334451091,-1,-1
constant,0.1691623246492986,0.01659794122964548,0.03782472609935861,-1,-1
constant,0.16966132264529057,0.016637884524312998,0.037918609959884685,-1,-1
constant,0.17016032064128256,0.016677773708820138,0.03801238498284476,-1,-1
constant,0.17065931863727454,0.016717608773599155,0.03810605112437266,-1,-1
constant,0.17115831663326653,0.01675738970908008,0.038199608340578575,-1,-1
constant,0.1716573146292585,0.01679711650569051,0.038293056587549106,-1,-1
constant,0.1721563126252505,0.016836789153856092,0.03838639582134742,-1,-1
constant,0.17265531062124248,0.016876407643999912,0.038479625998012884,-1,-1
constant,0.17315430861723446,0.016915971966542966,0.0385727470735612,-1,-1
constant,0.17365330661322645,0.01695548211190396,0.03866575900398459,-1,-1
constant,0.17415230460921843,0.01699493807049938,0.038758661745251444,-1,-1
constant,0.17465130260521042,0.017034339832743325,0.038851455253306556,-1,-1
constant,0.1751503006012024,0.017073687389047798,0.03894413948407094,-1,-1
constant,0.1756492985971944,0.01711298072982234,0.039036714393442,-1,-1
constant,0.17614829659318637,0.017152219845474426,0.03912917993729329,-1,-1
constant,0.17664729458917833,0.01719140472640921,0.039221536071474654,-1,-1
constant,0.1771462925851703,0.017230535363029514,0.03931378275181219,-1,-1
constant,0.1776452905811623,0.01726961174573594,0.03940591993410821,-1,-1
constant,0.17814428857715428,0.01730863386492685,0.039497947574141226,-1,-1
constant,0.17864328657314626,0.017347601710998313,0.03958986562766594,-1,-1
constant,0.17914228456913825,0.01738651527434408,0.03968167405041312,-1,-1
constant,0.17964128256513023,0.01742537454535575,0.03977337279808981,-1,-1
constant,0.18014028056112222,0.01746417951442255,0.03986496182637921,-1,-1
constant,0.1806392785571142,0.01750293017193158,0.03995644109094057,-1,-1
constant,0.1811382765531062,0.01754162650826741,0.04004781054740916,-1,-1
constant,0.18163727454909817,0.017580268513812634,0.04013907015139656,-1,-1
constant,0.18213627254509016,0.017618856178947335,0.04023021985849022,-1,-1
constant,0.18263527054108214,0.017657389494049585,0.04032125962425377,-1,-1
constant,0.18313426853707412,0.017695868449494927,0.04041218940422681,-1,-1
constant,0.1836332665330661,0.017734293035656757,0.04050300915392501,-1,-1
constant,0.1841322645290581,0.017772663242906207,0.04059371882884002,-1,-1
constant,0.18463126252505008,0.017810979061612026,0.04068431838443947,-1,-1
constant,0.18513026052104206,0.017849240482140854,0.04077480777616693,-1,-1
constant,0.18562925851703405,0.017887447494856917,0.040865186959442086,-1,-1
constant,0.18612825651302603,0.017925600090122198,0.04095545588966039,-1,-1
constant,0.18662725450901801,0.017963698258296554,0.04104561452219339,-1,-1
constant,0.18712625250501,0.018001741989737283,0.041135662812388306,-1,-1
constant,0.18762525050100198,0.018039731274799697,0.041225600715568494,-1,-1
constant,0.18812424849699397,0.01807766610383653,0.04131542818703301,-1,-1
constant,0.18862324649298595,0.01811554646719852,0.04140514518205696,-1,-1
constant,0.18912224448897794,0.01815337235523396,0.04149475165589102,-1,-1
constant,0.18962124248496992,0.018191143758288977,0.04158424756376205,-1,-1
constant,0.1901202404809619,0.018228860666707213,0.0416736328608724,-1,-1
constant,0.1906192384769539,0.01826652307083015,0.04176290750240033,-1,-1
constant,0.19111823647294587,0.018304130960997124,0.04185207144349998,-1,-1
constant,0.19161723446893786,0.018341684327544988,0.04194112463930114,-1,-1
constant,0.19211623246492984,0.018379183160808468,0.04203006704490939,-1,-1
constant,0.19261523046092183,0.01841662745111979,0.04211889861540594,-1,-1
